attempt,mine_num,floor_num,no rock,empty rock,junk ore,copper,silver,gold,mystrile,pink diamond,alexandrite,moon stone,sand rose,diamond,emerald,ruby,topaz,peridot,fluorite,agate,amethyst,spring sun,summer sun,fall sun,winter sun,mythic stone,adamantite,orichalc,blue wonderful,green wonderful,red wonderful,yellow wonderful,orange wonderful,purple wonderful,indigo wonderful,black wonderful,white wonderful,empty tile,down stairs,covered hole,money bag,black grass,tiled square,unearthed hole,staircase up,staircase down,lithograph,cursed tool,cursed accessory,bronze coin,silver coin,gold coin
165,0,9,838,0,4,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,3,36,9,0,0,0,0,0,0,0,0,0,0
166,0,9,828,0,3,1,2,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,12,1,40,8,0,0,0,0,0,0,0,0,0,0
167,0,9,829,0,3,2,2,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,12,1,40,8,0,0,0,0,0,0,0,0,0,0
168,0,9,831,0,4,1,2,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,12,1,35,6,0,0,0,0,0,0,0,0,0,0
169,0,9,832,0,3,1,2,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,12,1,35,6,0,0,0,0,0,0,0,0,0,0
170,0,9,839,0,3,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,12,2,36,6,0,0,0,0,0,0,0,0,0,0
171,0,9,840,0,4,2,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,12,2,36,6,0,0,0,0,0,0,0,0,0,0
172,0,9,841,0,4,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,12,2,36,6,0,0,0,0,0,0,0,0,0,0
173,0,9,830,0,3,2,1,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,11,3,33,6,0,0,0,0,0,0,0,0,0,0
174,0,9,840,0,4,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,11,3,34,7,0,0,0,0,0,0,0,0,0,0
175,0,9,830,0,4,1,1,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,12,1,40,7,0,0,0,0,0,0,0,0,0,0
176,0,9,831,0,4,2,2,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,12,1,40,7,0,0,0,0,0,0,0,0,0,0
177,0,9,832,0,4,1,2,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,12,1,40,7,0,0,0,0,0,0,0,0,0,0
178,0,9,833,0,4,1,1,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,12,1,40,7,0,0,0,0,0,0,0,0,0,0
179,0,9,829,0,4,2,1,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,10,1,40,9,0,0,0,0,0,0,0,0,0,0
180,0,9,830,0,3,2,1,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,10,1,40,9,0,0,0,0,0,0,0,0,0,0
181,0,9,831,0,4,2,1,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,10,1,40,9,0,0,0,0,0,0,0,0,0,0
182,0,9,844,0,3,2,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,12,1,35,6,0,0,0,0,0,0,0,0,0,0
183,0,9,833,0,3,1,1,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,10,1,40,9,0,0,0,0,0,0,0,0,0,0
184,0,9,834,0,4,1,1,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,10,1,40,9,0,0,0,0,0,0,0,0,0,0
185,0,9,845,0,3,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,10,1,35,6,0,0,0,0,0,0,0,0,0,0
186,0,9,832,0,4,1,1,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,12,2,38,6,0,0,0,0,0,0,0,0,0,0
187,0,9,843,0,3,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,11,3,33,6,0,0,0,0,0,0,0,0,0,0
188,0,9,834,0,3,2,1,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,12,2,38,6,0,0,0,0,0,0,0,0,0,0
189,0,9,845,0,3,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,11,3,33,6,0,0,0,0,0,0,0,0,0,0
190,0,9,843,0,4,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,12,3,40,9,0,0,0,0,0,0,0,0,0,0
191,0,9,833,0,3,1,1,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,12,1,32,6,0,0,0,0,0,0,0,0,0,0
192,0,9,839,0,4,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,11,3,37,6,0,0,0,0,0,0,0,0,0,0
193,0,9,840,0,3,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,11,3,37,6,0,0,0,0,0,0,0,0,0,0
194,0,9,841,0,3,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,11,3,37,6,0,0,0,0,0,0,0,0,0,0
195,0,9,828,0,3,2,1,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,3,36,6,0,0,0,0,0,0,0,0,0,0
196,0,9,840,0,4,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,11,2,38,6,0,0,0,0,0,0,0,0,0,0
197,0,9,830,0,3,1,2,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,3,36,6,0,0,0,0,0,0,0,0,0,0
198,0,9,840,0,3,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,1,38,6,0,0,0,0,0,0,0,0,0,0
199,0,9,830,0,4,2,1,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,10,3,36,6,0,0,0,0,0,0,0,0,0,0
200,0,9,842,0,3,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,1,38,6,0,0,0,0,0,0,0,0,0,0
201,0,9,840,0,3,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,10,1,32,6,0,0,0,0,0,0,0,0,0,0
202,0,9,831,0,3,0,2,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,1,36,6,0,0,0,0,0,0,0,0,0,0
203,0,9,842,0,3,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,10,1,32,6,0,0,0,0,0,0,0,0,0,0
204,0,9,833,0,3,1,1,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,1,36,6,0,0,0,0,0,0,0,0,0,0
205,0,9,840,0,3,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,12,3,33,7,0,0,0,0,0,0,0,0,0,0
206,0,9,829,0,2,1,2,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,12,3,35,9,0,0,0,0,0,0,0,0,0,0
207,0,9,829,0,3,1,1,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,12,3,35,9,0,0,0,0,0,0,0,0,0,0
208,0,9,839,0,4,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,3,36,6,0,0,0,0,0,0,0,0,0,0
209,0,9,829,0,3,1,1,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,12,1,35,9,0,0,0,0,0,0,0,0,0,0
210,0,9,841,0,3,2,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,3,36,6,0,0,0,0,0,0,0,0,0,0
211,0,9,842,0,3,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,3,36,6,0,0,0,0,0,0,0,0,0,0
212,0,9,839,0,4,2,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,1,36,6,0,0,0,0,0,0,0,0,0,0
213,0,9,830,0,3,2,1,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,10,3,39,9,0,0,0,0,0,0,0,0,0,0
214,0,9,841,0,4,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,1,36,6,0,0,0,0,0,0,0,0,0,0
215,0,9,842,0,3,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,1,36,6,0,0,0,0,0,0,0,0,0,0
216,0,9,843,0,4,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,1,36,6,0,0,0,0,0,0,0,0,0,0
217,0,9,844,0,4,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,1,36,6,0,0,0,0,0,0,0,0,0,0
218,0,9,841,0,4,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,2,35,8,0,0,0,0,0,0,0,0,0,0
219,0,9,831,0,4,1,1,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,2,34,9,0,0,0,0,0,0,0,0,0,0
220,0,9,832,0,3,1,1,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,2,34,9,0,0,0,0,0,0,0,0,0,0
221,0,9,839,0,3,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,12,3,39,9,0,0,0,0,0,0,0,0,0,0
222,0,9,840,0,3,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,12,3,39,9,0,0,0,0,0,0,0,0,0,0
223,0,9,828,0,4,1,2,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,3,36,9,0,0,0,0,0,0,0,0,0,0
224,0,9,841,0,3,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,12,2,39,9,0,0,0,0,0,0,0,0,0,0
225,0,9,839,0,4,2,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,11,1,34,7,0,0,0,0,0,0,0,0,0,0
226,0,9,840,0,3,2,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,11,1,34,7,0,0,0,0,0,0,0,0,0,0
227,0,9,841,0,3,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,11,1,34,7,0,0,0,0,0,0,0,0,0,0
228,0,9,828,0,3,2,1,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,11,1,34,6,0,0,0,0,0,0,0,0,0,0
229,0,9,841,0,3,2,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,2,36,7,0,0,0,0,0,0,0,0,0,0
230,0,9,838,0,4,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,12,2,34,6,0,0,0,0,0,0,0,0,0,0
231,0,9,839,0,3,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,12,2,34,6,0,0,0,0,0,0,0,0,0,0
232,0,9,831,0,4,2,2,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,2,37,9,0,0,0,0,0,0,0,0,0,0
233,0,9,842,0,4,1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,10,2,40,9,0,0,0,0,0,0,0,0,0,0
234,0,9,833,0,4,1,1,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,2,37,9,0,0,0,0,0,0,0,0,0,0
235,0,9,844,0,3,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,10,2,40,9,0,0,0,0,0,0,0,0,0,0
236,0,9,843,0,4,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,11,2,34,6,0,0,0,0,0,0,0,0,0,0
237,0,9,833,0,4,1,1,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,11,2,33,9,0,0,0,0,0,0,0,0,0,0
238,0,9,834,0,3,1,1,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,11,2,33,9,0,0,0,0,0,0,0,0,0,0
239,0,9,843,0,3,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,3,36,9,0,0,0,0,0,0,0,0,0,0
240,0,9,838,0,4,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,2,37,9,0,0,0,0,0,0,0,0,0,0
241,0,9,839,0,3,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,2,37,9,0,0,0,0,0,0,0,0,0,0
242,0,9,840,0,3,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,2,37,9,0,0,0,0,0,0,0,0,0,0
243,0,9,830,0,4,2,1,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,2,38,8,0,0,0,0,0,0,0,0,0,0
244,0,9,842,0,3,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,2,37,9,0,0,0,0,0,0,0,0,0,0
245,0,9,839,0,4,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,10,2,33,9,0,0,0,0,0,0,0,0,0,0
246,0,9,830,0,3,1,1,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,3,37,8,0,0,0,0,0,0,0,0,0,0
247,0,9,843,0,3,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,12,2,33,9,0,0,0,0,0,0,0,0,0,0
248,0,9,832,0,4,1,1,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,3,37,8,0,0,0,0,0,0,0,0,0,0
249,0,9,831,0,4,2,1,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,12,2,35,8,0,0,0,0,0,0,0,0,0,0
250,0,9,832,0,3,2,1,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,12,2,35,8,0,0,0,0,0,0,0,0,0,0
251,0,9,844,0,3,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,11,3,34,9,0,0,0,0,0,0,0,0,0,0
252,0,9,839,0,3,2,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,10,2,33,6,0,0,0,0,0,0,0,0,0,0
253,0,9,840,0,3,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,10,2,33,6,0,0,0,0,0,0,0,0,0,0
254,0,9,833,0,4,2,1,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,12,3,40,8,0,0,0,0,0,0,0,0,0,0
255,0,9,834,0,3,2,1,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,12,3,40,8,0,0,0,0,0,0,0,0,0,0
256,0,9,838,0,4,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,10,3,37,8,0,0,0,0,0,0,0,0,0,0
257,0,9,839,0,3,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,10,3,37,8,0,0,0,0,0,0,0,0,0,0
258,0,9,840,0,3,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,10,3,37,8,0,0,0,0,0,0,0,0,0,0
259,0,9,841,0,4,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,10,3,37,8,0,0,0,0,0,0,0,0,0,0
260,0,9,832,0,4,1,1,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,12,3,32,6,0,0,0,0,0,0,0,0,0,0
261,0,9,827,0,4,2,1,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,12,1,31,9,0,0,0,0,0,0,0,0,0,0
262,0,9,840,0,3,2,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,12,3,40,8,0,0,0,0,0,0,0,0,0,0
263,0,9,841,0,3,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,12,3,40,8,0,0,0,0,0,0,0,0,0,0
264,0,9,839,0,3,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,11,1,40,8,0,0,0,0,0,0,0,0,0,0
265,0,9,840,0,3,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,11,1,40,8,0,0,0,0,0,0,0,0,0,0
266,0,9,842,0,4,1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,11,1,39,6,0,0,0,0,0,0,0,0,0,0
267,0,9,843,0,3,1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,11,1,39,6,0,0,0,0,0,0,0,0,0,0
268,0,9,831,0,3,2,2,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,12,3,40,9,0,0,0,0,0,0,0,0,0,0
269,0,9,842,0,3,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,11,3,30,6,0,0,0,0,0,0,0,0,0,0
270,0,9,831,0,4,2,1,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,11,3,39,9,0,0,0,0,0,0,0,0,0,0
271,0,9,832,0,3,2,1,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,11,3,39,9,0,0,0,0,0,0,0,0,0,0
272,0,9,828,0,4,2,2,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,10,1,33,6,0,0,0,0,0,0,0,0,0,0
273,0,9,829,0,4,1,2,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,10,1,33,6,0,0,0,0,0,0,0,0,0,0
274,0,9,842,0,4,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,3,37,8,0,0,0,0,0,0,0,0,0,0
275,0,9,828,0,4,2,2,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,1,33,9,0,0,0,0,0,0,0,0,0,0
276,0,9,839,0,4,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,10,1,31,9,0,0,0,0,0,0,0,0,0,0
277,0,9,843,0,4,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,11,1,37,8,0,0,0,0,0,0,0,0,0,0
278,0,9,834,0,3,1,2,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,10,1,33,6,0,0,0,0,0,0,0,0,0,0
279,0,9,839,0,4,2,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,11,3,39,9,0,0,0,0,0,0,0,0,0,0
280,0,9,840,0,4,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,11,3,39,9,0,0,0,0,0,0,0,0,0,0
281,0,9,830,0,3,1,1,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,12,3,37,9,0,0,0,0,0,0,0,0,0,0
282,0,9,832,0,3,1,2,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,12,1,34,6,0,0,0,0,0,0,0,0,0,0
283,0,9,839,0,4,2,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,12,1,33,6,0,0,0,0,0,0,0,0,0,0
284,0,9,840,0,4,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,12,1,33,6,0,0,0,0,0,0,0,0,0,0
285,0,9,841,0,3,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,12,1,33,6,0,0,0,0,0,0,0,0,0,0
286,0,9,842,0,3,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,10,2,33,6,0,0,0,0,0,0,0,0,0,0
287,0,9,843,0,3,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,12,1,33,6,0,0,0,0,0,0,0,0,0,0
288,0,9,843,0,4,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,10,1,33,6,0,0,0,0,0,0,0,0,0,0
289,0,9,828,0,4,2,1,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,12,2,34,6,0,0,0,0,0,0,0,0,0,0
290,0,9,841,0,3,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,11,3,32,9,0,0,0,0,0,0,0,0,0,0
291,0,9,833,0,3,1,2,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,10,3,36,7,0,0,0,0,0,0,0,0,0,0
292,0,9,834,0,2,1,2,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,10,3,36,7,0,0,0,0,0,0,0,0,0,0
293,0,9,840,0,3,2,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,10,1,34,6,0,0,0,0,0,0,0,0,0,0
