attempt,mine_num,floor_num,no rock,empty rock,junk ore,copper,silver,gold,mystrile,pink diamond,alexandrite,moon stone,sand rose,diamond,emerald,ruby,topaz,peridot,fluorite,agate,amethyst,spring sun,summer sun,fall sun,winter sun,mythic stone,adamantite,orichalc,blue wonderful,green wonderful,red wonderful,yellow wonderful,orange wonderful,purple wonderful,indigo wonderful,black wonderful,white wonderful,empty tile,down stairs,covered hole,money bag,black grass,tiled square,unearthed hole,staircase up,staircase down,lithograph,cursed tool,cursed accessory,bronze coin,silver coin,gold coin
1,2,22,858,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,12,3,30,8,0,0,0,0,0,0,0,0,0,0
2,2,22,855,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,12,2,31,9,0,0,0,0,0,0,0,0,0,0
3,2,22,855,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,11,2,31,9,0,0,0,0,0,0,0,0,0,0
4,2,22,857,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,12,2,31,9,0,0,0,0,0,0,0,0,0,0
5,2,22,856,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,10,2,31,9,0,0,0,0,0,0,0,0,0,0
6,2,22,857,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,10,2,31,9,0,0,0,0,0,0,0,0,0,0
7,2,22,856,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,11,3,36,8,0,0,0,0,0,0,0,0,0,0
8,2,22,855,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,11,2,38,7,0,0,0,0,0,0,0,0,0,0
9,2,22,857,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,10,3,36,8,0,0,0,0,0,0,0,0,0,0
10,2,22,856,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,12,2,39,9,0,0,0,0,0,0,0,0,0,0
11,2,22,855,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,12,2,40,7,0,0,0,0,0,0,0,0,0,0
12,2,22,858,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,12,2,39,9,0,0,0,0,0,0,0,0,0,0
13,2,22,855,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,11,2,32,7,0,0,0,0,0,0,0,0,0,0
14,2,22,855,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,10,2,32,7,0,0,0,0,0,0,0,0,0,0
15,2,22,858,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,10,3,40,7,0,0,0,0,0,0,0,0,0,0
16,2,22,857,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,10,2,32,7,0,0,0,0,0,0,0,0,0,0
17,2,22,856,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,10,3,33,9,0,0,0,0,0,0,0,0,0,0
18,2,22,856,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,11,2,31,7,0,0,0,0,0,0,0,0,0,0
19,2,22,855,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,11,3,38,8,0,0,0,0,0,0,0,0,0,0
20,2,22,857,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,12,3,38,8,0,0,0,0,0,0,0,0,0,0
21,2,22,858,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,12,3,38,8,0,0,0,0,0,0,0,0,0,0
22,2,22,858,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,11,3,38,8,0,0,0,0,0,0,0,0,0,0
23,2,22,857,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,10,3,30,7,0,0,0,0,0,0,0,0,0,0
24,2,22,855,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,3,38,7,0,0,0,0,0,0,0,0,0,0
25,2,22,857,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,12,3,38,7,0,0,0,0,0,0,0,0,0,0
26,2,22,856,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,11,3,38,6,0,0,0,0,0,0,0,0,0,0
27,2,22,858,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,11,3,38,7,0,0,0,0,0,0,0,0,0,0
28,2,22,855,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,10,3,40,8,0,0,0,0,0,0,0,0,0,0
29,2,22,856,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,10,3,40,8,0,0,0,0,0,0,0,0,0,0
30,2,22,856,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,11,2,35,6,0,0,0,0,0,0,0,0,0,0
31,2,22,856,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,12,3,39,6,0,0,0,0,0,0,0,0,0,0
32,2,22,858,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,11,2,35,6,0,0,0,0,0,0,0,0,0,0
33,2,22,857,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,12,3,39,8,0,0,0,0,0,0,0,0,0,0
34,2,22,857,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,1,36,6,0,0,0,0,0,0,0,0,0,0
35,2,22,858,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,1,36,6,0,0,0,0,0,0,0,0,0,0
36,2,22,856,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,10,2,39,8,0,0,0,0,0,0,0,0,0,0
37,2,22,855,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,12,2,34,7,0,0,0,0,0,0,0,0,0,0
38,2,22,856,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,12,2,34,7,0,0,0,0,0,0,0,0,0,0
39,2,22,857,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,12,2,34,7,0,0,0,0,0,0,0,0,0,0
40,2,22,855,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,11,1,31,6,0,0,0,0,0,0,0,0,0,0
41,2,22,855,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,11,2,35,9,0,0,0,0,0,0,0,0,0,0
42,2,22,857,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,11,1,31,6,0,0,0,0,0,0,0,0,0,0
43,2,22,856,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,10,2,35,9,0,0,0,0,0,0,0,0,0,0
44,2,22,858,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,11,2,35,9,0,0,0,0,0,0,0,0,0,0
45,2,22,856,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,10,1,38,9,0,0,0,0,0,0,0,0,0,0
46,2,22,856,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,12,3,35,8,0,0,0,0,0,0,0,0,0,0
47,2,22,858,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,10,1,38,9,0,0,0,0,0,0,0,0,0,0
48,2,22,855,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,10,1,32,6,0,0,0,0,0,0,0,0,0,0
49,2,22,858,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,11,3,35,8,0,0,0,0,0,0,0,0,0,0
50,2,22,857,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,10,1,32,6,0,0,0,0,0,0,0,0,0,0
51,2,22,857,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,11,2,31,9,0,0,0,0,0,0,0,0,0,0
52,2,22,858,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,11,2,31,9,0,0,0,0,0,0,0,0,0,0
53,2,22,856,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,10,2,38,8,0,0,0,0,0,0,0,0,0,0
54,2,22,857,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,10,2,38,8,0,0,0,0,0,0,0,0,0,0
55,2,22,858,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,10,2,38,8,0,0,0,0,0,0,0,0,0,0
56,2,22,856,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,10,3,31,7,0,0,0,0,0,0,0,0,0,0
57,2,22,858,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,12,2,31,7,0,0,0,0,0,0,0,0,0,0
58,2,22,857,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,10,2,31,7,0,0,0,0,0,0,0,0,0,0
59,2,22,857,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,12,2,39,7,0,0,0,0,0,0,0,0,0,0
60,2,22,857,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,12,2,30,8,0,0,0,0,0,0,0,0,0,0
61,2,22,856,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,11,2,33,7,0,0,0,0,0,0,0,0,0,0
62,2,22,856,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,11,1,33,7,0,0,0,0,0,0,0,0,0,0
63,2,22,856,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,10,1,33,7,0,0,0,0,0,0,0,0,0,0
64,2,22,858,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,11,1,33,7,0,0,0,0,0,0,0,0,0,0
65,2,22,856,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,2,34,7,0,0,0,0,0,0,0,0,0,0
66,2,22,857,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,2,34,7,0,0,0,0,0,0,0,0,0,0
67,2,22,856,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,12,2,33,7,0,0,0,0,0,0,0,0,0,0
68,2,22,855,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,11,1,33,7,0,0,0,0,0,0,0,0,0,0
69,2,22,856,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,11,1,33,7,0,0,0,0,0,0,0,0,0,0
70,2,22,858,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,11,2,33,7,0,0,0,0,0,0,0,0,0,0
71,2,22,856,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,11,3,40,6,0,0,0,0,0,0,0,0,0,0
72,2,22,858,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,12,3,40,6,0,0,0,0,0,0,0,0,0,0
73,2,22,858,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,11,3,40,6,0,0,0,0,0,0,0,0,0,0
74,2,22,858,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,11,1,32,9,0,0,0,0,0,0,0,0,0,0
75,2,22,856,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,10,3,37,6,0,0,0,0,0,0,0,0,0,0
76,2,22,858,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,10,2,40,9,0,0,0,0,0,0,0,0,0,0
77,2,22,855,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,12,3,34,8,0,0,0,0,0,0,0,0,0,0
78,2,22,856,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,12,3,34,8,0,0,0,0,0,0,0,0,0,0
79,2,22,855,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,11,1,39,6,0,0,0,0,0,0,0,0,0,0
80,2,22,857,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,3,34,8,0,0,0,0,0,0,0,0,0,0
81,2,22,856,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,10,1,39,6,0,0,0,0,0,0,0,0,0,0
82,2,22,858,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,11,1,39,6,0,0,0,0,0,0,0,0,0,0
83,2,22,857,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,10,1,34,8,0,0,0,0,0,0,0,0,0,0
84,2,22,855,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,11,1,33,9,0,0,0,0,0,0,0,0,0,0
85,2,22,856,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,11,1,33,9,0,0,0,0,0,0,0,0,0,0
86,2,22,855,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,12,2,39,6,0,0,0,0,0,0,0,0,0,0
87,2,22,858,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,11,1,33,9,0,0,0,0,0,0,0,0,0,0
88,2,22,856,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,12,3,40,8,0,0,0,0,0,0,0,0,0,0
89,2,22,856,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,10,2,39,6,0,0,0,0,0,0,0,0,0,0
90,2,22,857,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,10,2,39,6,0,0,0,0,0,0,0,0,0,0
91,2,22,857,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,12,2,32,8,0,0,0,0,0,0,0,0,0,0
92,2,22,858,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,12,2,32,8,0,0,0,0,0,0,0,0,0,0
93,2,22,857,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,10,2,32,8,0,0,0,0,0,0,0,0,0,0
94,2,22,855,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,10,3,35,8,0,0,0,0,0,0,0,0,0,0
95,2,22,858,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,10,1,32,8,0,0,0,0,0,0,0,0,0,0
96,2,22,857,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,10,3,35,8,0,0,0,0,0,0,0,0,0,0
97,2,22,857,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,10,1,32,8,0,0,0,0,0,0,0,0,0,0
98,2,22,857,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,10,3,37,9,0,0,0,0,0,0,0,0,0,0
99,2,22,856,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,10,1,37,9,0,0,0,0,0,0,0,0,0,0
0,2,23,856,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,10,3,31,6,0,0,0,0,0,0,0,0,0,0
1,2,23,855,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,10,1,33,6,0,0,0,0,0,0,0,0,0,0
2,2,23,855,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,12,2,33,9,0,0,0,0,0,0,0,0,0,0
3,2,23,856,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,12,2,33,9,0,0,0,0,0,0,0,0,0,0
4,2,23,856,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,10,1,33,6,0,0,0,0,0,0,0,0,0,0
5,2,23,857,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,10,1,33,6,0,0,0,0,0,0,0,0,0,0
6,2,23,858,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,10,1,33,6,0,0,0,0,0,0,0,0,0,0
7,2,23,856,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,10,1,39,9,0,0,0,0,0,0,0,0,0,0
8,2,23,857,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,10,1,39,9,0,0,0,0,0,0,0,0,0,0
9,2,23,857,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,12,2,39,7,0,0,0,0,0,0,0,0,0,0
10,2,23,855,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,12,1,29,7,0,0,0,0,0,0,0,0,0,0
11,2,23,857,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,12,3,29,7,0,0,0,0,0,0,0,0,0,0
12,2,23,858,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,12,2,39,8,0,0,0,0,0,0,0,0,0,0
13,2,23,856,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,12,1,29,7,0,0,0,0,0,0,0,0,0,0
14,2,23,855,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,10,1,29,7,0,0,0,0,0,0,0,0,0,0
15,2,23,856,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,10,1,29,7,0,0,0,0,0,0,0,0,0,0
16,2,23,857,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,10,1,29,7,0,0,0,0,0,0,0,0,0,0
17,2,23,857,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,11,1,30,7,0,0,0,0,0,0,0,0,0,0
18,2,23,855,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,2,37,6,0,0,0,0,0,0,0,0,0,0
19,2,23,858,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,10,3,31,6,0,0,0,0,0,0,0,0,0,0
20,2,23,856,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,11,1,37,7,0,0,0,0,0,0,0,0,0,0
21,2,23,853,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,12,1,33,7,0,0,0,0,0,0,0,0,0,0
22,2,23,856,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,11,3,33,7,0,0,0,0,0,0,0,0,0,0
23,2,23,855,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,12,1,33,7,0,0,0,0,0,0,0,0,0,0
24,2,23,856,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,12,1,33,7,0,0,0,0,0,0,0,0,0,0
25,2,23,855,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,12,3,32,7,0,0,0,0,0,0,0,0,0,0
26,2,23,856,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,10,1,33,7,0,0,0,0,0,0,0,0,0,0
27,2,23,855,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,11,2,31,7,0,0,0,0,0,0,0,0,0,0
28,2,23,855,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,12,2,31,7,0,0,0,0,0,0,0,0,0,0
29,2,23,856,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,11,2,31,7,0,0,0,0,0,0,0,0,0,0
